p30_id,source_issue_id,phase,priority,severity,category,gate,path,title,disposition,owner,blocker,next_pass_target,evidence
P30-ABSORB-0445,AIDENS-HA-20260508-0445,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0446,AIDENS-HA-20260508-0446,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0447,AIDENS-HA-20260508-0447,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0448,AIDENS-HA-20260508-0448,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-app-kit/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0449,AIDENS-HA-20260508-0449,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-boundary-kit/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0450,AIDENS-HA-20260508-0450,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0451,AIDENS-HA-20260508-0451,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0452,AIDENS-HA-20260508-0452,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0453,AIDENS-HA-20260508-0453,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0454,AIDENS-HA-20260508-0454,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0455,AIDENS-HA-20260508-0455,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0456,AIDENS-HA-20260508-0456,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0457,AIDENS-HA-20260508-0457,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0458,AIDENS-HA-20260508-0458,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0459,AIDENS-HA-20260508-0459,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0460,AIDENS-HA-20260508-0460,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0461,AIDENS-HA-20260508-0461,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/agent.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0462,AIDENS-HA-20260508-0462,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0463,AIDENS-HA-20260508-0463,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0464,AIDENS-HA-20260508-0464,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0465,AIDENS-HA-20260508-0465,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0466,AIDENS-HA-20260508-0466,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0467,AIDENS-HA-20260508-0467,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0468,AIDENS-HA-20260508-0468,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0469,AIDENS-HA-20260508-0469,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0470,AIDENS-HA-20260508-0470,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0471,AIDENS-HA-20260508-0471,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0472,AIDENS-HA-20260508-0472,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0473,AIDENS-HA-20260508-0473,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0474,AIDENS-HA-20260508-0474,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0475,AIDENS-HA-20260508-0475,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0476,AIDENS-HA-20260508-0476,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0477,AIDENS-HA-20260508-0477,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0478,AIDENS-HA-20260508-0478,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0479,AIDENS-HA-20260508-0479,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0480,AIDENS-HA-20260508-0480,P30-05,P2,Medium,SILENT-DEGRADATION,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-cli/src/lib.rs,unwrap_or_else may hide fallback semantics,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0481,AIDENS-HA-20260508-0481,P30-05,P2,Medium,TOOL-DEDUP,fix-if-touched-or-quarantine-with-receipt,AiDENs/crates/aidens-runner/src/lib.rs,Tool-call dedup key may block legitimate repeated identical calls,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0482,AIDENS-HA-20260508-0482,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/attribution.rs,HashMap appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0483,AIDENS-HA-20260508-0483,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/attribution.rs,HashMap appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0484,AIDENS-HA-20260508-0484,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/attribution.rs,HashMap appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0485,AIDENS-HA-20260508-0485,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/attribution.rs,HashMap appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0486,AIDENS-HA-20260508-0486,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/attribution.rs,HashMap appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0487,AIDENS-HA-20260508-0487,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/attribution.rs,HashMap appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0488,AIDENS-HA-20260508-0488,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/attribution.rs,HashSet appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0489,AIDENS-HA-20260508-0489,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/attribution.rs,HashSet appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0490,AIDENS-HA-20260508-0490,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/attribution.rs,HashSet appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0491,AIDENS-HA-20260508-0491,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/graph.rs,HashMap appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0492,AIDENS-HA-20260508-0492,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/graph.rs,HashSet appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0493,AIDENS-HA-20260508-0493,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/graph.rs,HashMap appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0494,AIDENS-HA-20260508-0494,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/graph.rs,HashMap appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0495,AIDENS-HA-20260508-0495,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/graph.rs,HashMap appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0496,AIDENS-HA-20260508-0496,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/graph.rs,HashSet appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0497,AIDENS-HA-20260508-0497,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,Primitives/cea-core/src/graph.rs,HashSet appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0498,AIDENS-HA-20260508-0498,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,kernel-conformance/src/lib.rs,HashSet appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0499,AIDENS-HA-20260508-0499,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,kernel-conformance/src/lib.rs,HashSet appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0500,AIDENS-HA-20260508-0500,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,knowledge-runtime/src/entity/registry.rs,HashSet appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
P30-ABSORB-0501,AIDENS-HA-20260508-0501,P30-03,P2,Low,DETERMINISM,fix-if-touched-or-quarantine-with-receipt,semantic-memory/src/graph.rs,HashSet appears where deterministic ordering may matter,release-debt-recorded,P31 pattern-debt owner,fix-if-touched class not in the P30 edited runtime surface or remains as p30_guard warning debt.,Retire as files are touched; do not use for release-certified/v11B-conformant claim.,target/p30/audit/p30_guard.log; handoffs/p30/UNRESOLVED_RISK_LEDGER.md
